bearing,axis,timestamp,rul_hours,pc1,pc2,explained_variance_pc1,explained_variance_pc2
3,x,2003-10-22 12:06:24,827.5588888888889,-1.8008403911185895,-0.22683279300225329,0.523811971263812,0.19176883003864628
3,x,2003-10-22 12:09:13,827.5119444444445,-1.5754797238946547,0.29229126838064295,0.523811971263812,0.19176883003864628
3,x,2003-10-22 12:14:13,827.4286111111111,-1.7063263998963836,0.9946424341497884,0.523811971263812,0.19176883003864628
3,x,2003-10-22 12:19:13,827.3452777777778,-1.8086489785447086,0.5211327469615283,0.523811971263812,0.19176883003864628
3,x,2003-10-22 12:24:13,827.2619444444445,-1.7268558625185557,0.35103781358048586,0.523811971263812,0.19176883003864628
3,x,2003-10-22 12:29:13,827.1786111111111,-1.6409963905909342,0.7112011439045663,0.523811971263812,0.19176883003864628
3,x,2003-10-22 12:34:13,827.0952777777778,-1.9340824331029534,0.3570030214175178,0.523811971263812,0.19176883003864628
3,x,2003-10-22 12:39:13,827.0119444444445,-1.54723028062051,0.8569832915255986,0.523811971263812,0.19176883003864628
3,x,2003-10-22 12:44:13,826.9286111111111,-1.7779571781769017,0.4313143063131069,0.523811971263812,0.19176883003864628
3,x,2003-10-22 12:49:13,826.8452777777778,-1.6745700848903649,0.26112383826027,0.523811971263812,0.19176883003864628
3,x,2003-10-22 12:54:13,826.7619444444445,-1.9853106245864247,0.546535957832409,0.523811971263812,0.19176883003864628
3,x,2003-10-22 12:59:13,826.6786111111111,-1.7417226733266336,0.9342371763895827,0.523811971263812,0.19176883003864628
3,x,2003-10-22 13:04:13,826.5952777777778,-1.7531958875985498,0.41033503594722026,0.523811971263812,0.19176883003864628
3,x,2003-10-22 13:09:13,826.5119444444445,-1.5076231495168546,0.7126266239759921,0.523811971263812,0.19176883003864628
3,x,2003-10-22 13:14:13,826.4286111111111,-1.7206368831425998,0.34588672411785004,0.523811971263812,0.19176883003864628
3,x,2003-10-22 13:19:13,826.3452777777778,-1.7447200932754936,0.5995458091850732,0.523811971263812,0.19176883003864628
3,x,2003-10-22 13:24:13,826.2619444444445,-1.7331301042187124,0.20860668099313695,0.523811971263812,0.19176883003864628
3,x,2003-10-22 13:29:13,826.1786111111111,-1.7692988902674625,0.41466249358595275,0.523811971263812,0.19176883003864628
3,x,2003-10-22 13:34:13,826.0952777777778,-1.822324530989756,0.8259311150534552,0.523811971263812,0.19176883003864628
3,x,2003-10-22 13:39:13,826.0119444444445,-1.8170698511753702,0.3706803141008148,0.523811971263812,0.19176883003864628
3,x,2003-10-22 13:44:13,825.9286111111111,-1.7910472455665478,0.7150152510666067,0.523811971263812,0.19176883003864628
3,x,2003-10-22 13:49:13,825.8452777777778,-1.8084968394465597,0.21665743083135894,0.523811971263812,0.19176883003864628
3,x,2003-10-22 13:54:13,825.7619444444445,-1.745618827985327,0.672155035779981,0.523811971263812,0.19176883003864628
3,x,2003-10-22 13:59:13,825.6786111111111,-1.7949286474669188,0.18953537999922815,0.523811971263812,0.19176883003864628
3,x,2003-10-22 14:04:13,825.5952777777778,-1.7871148508813803,0.825704033230189,0.523811971263812,0.19176883003864628
3,x,2003-10-22 14:09:13,825.5119444444445,-1.7806743629320867,0.526262157658998,0.523811971263812,0.19176883003864628
3,x,2003-10-22 14:14:13,825.4286111111111,-1.6633971799644753,0.6469640557384252,0.523811971263812,0.19176883003864628
3,x,2003-10-22 14:19:13,825.3452777777778,-1.74963716356679,0.6262441899081259,0.523811971263812,0.19176883003864628
3,x,2003-10-22 14:24:13,825.2619444444445,-1.46461405760172,0.87983807860405,0.523811971263812,0.19176883003864628
3,x,2003-10-22 14:29:13,825.1786111111111,-1.8231550528260694,0.39556117054876516,0.523811971263812,0.19176883003864628
3,x,2003-10-22 14:34:13,825.0952777777778,-1.7669182943537682,0.39579889112052086,0.523811971263812,0.19176883003864628
3,x,2003-10-22 14:39:13,825.0119444444445,-1.6862131156276674,0.4703470814533269,0.523811971263812,0.19176883003864628
3,x,2003-10-22 14:44:13,824.9286111111111,-1.5224642757206952,0.641831081496682,0.523811971263812,0.19176883003864628
3,x,2003-10-22 14:49:13,824.8452777777778,-1.602327216761949,0.4193774490362512,0.523811971263812,0.19176883003864628
3,x,2003-10-22 14:54:13,824.7619444444445,-1.6237365262132897,0.5988266087910754,0.523811971263812,0.19176883003864628
3,x,2003-10-22 14:59:13,824.6786111111111,-1.9880086488095472,1.1005372616657998,0.523811971263812,0.19176883003864628
3,x,2003-10-22 15:04:13,824.5952777777778,-1.88398514242827,1.0134295795615265,0.523811971263812,0.19176883003864628
3,x,2003-10-22 15:09:13,824.5119444444445,-1.8275927962468417,0.4951773879025977,0.523811971263812,0.19176883003864628
3,x,2003-10-22 15:14:13,824.4286111111111,-1.4397220044526815,0.18200881357791518,0.523811971263812,0.19176883003864628
3,x,2003-10-22 15:19:13,824.3452777777778,-1.9292731344702503,0.5752927799826852,0.523811971263812,0.19176883003864628
3,x,2003-10-22 15:24:13,824.2619444444445,-1.9016247241489987,0.2043973237684016,0.523811971263812,0.19176883003864628
3,x,2003-10-22 15:29:13,824.1786111111111,-1.6048898365138486,0.6908523251436506,0.523811971263812,0.19176883003864628
3,x,2003-10-22 15:37:48,824.0355555555556,-1.688343063326397,1.0375682327185354,0.523811971263812,0.19176883003864628
3,x,2003-10-22 15:44:13,823.9286111111111,-1.6209705577733677,0.6490071937013412,0.523811971263812,0.19176883003864628
3,x,2003-10-22 15:54:13,823.7619444444445,-1.4687904004527985,0.9488933284720866,0.523811971263812,0.19176883003864628
3,x,2003-10-22 16:04:13,823.5952777777778,-1.6820389950961343,0.39033482698228694,0.523811971263812,0.19176883003864628
3,x,2003-10-22 16:14:13,823.4286111111111,-1.7148004996612156,0.7972164737991212,0.523811971263812,0.19176883003864628
3,x,2003-10-22 16:24:13,823.2619444444445,-1.5161826809814554,0.9550139343451499,0.523811971263812,0.19176883003864628
3,x,2003-10-22 16:34:13,823.0952777777778,-1.848434348655572,0.3403947743763218,0.523811971263812,0.19176883003864628
3,x,2003-10-22 16:44:13,822.9286111111111,-1.6952604511147216,0.6498932275041371,0.523811971263812,0.19176883003864628
3,x,2003-10-22 16:54:13,822.7619444444445,-1.7105418046305987,0.10200216485138414,0.523811971263812,0.19176883003864628
3,x,2003-10-22 17:04:13,822.5952777777778,-1.6744096189386104,0.6936246015293528,0.523811971263812,0.19176883003864628
3,x,2003-10-22 17:14:13,822.4286111111111,-1.6925074881763549,1.2608455433666192,0.523811971263812,0.19176883003864628
3,x,2003-10-22 17:19:38,822.3383333333334,-1.3593263619336264,0.7208436586952242,0.523811971263812,0.19176883003864628
3,x,2003-10-22 17:24:13,822.2619444444445,-1.7374780562157202,0.27178488775306975,0.523811971263812,0.19176883003864628
3,x,2003-10-22 17:34:13,822.0952777777778,-1.4492495216824657,0.4388196219672393,0.523811971263812,0.19176883003864628
3,x,2003-10-22 17:44:13,821.9286111111111,-1.8477076682177722,-0.026969972719597265,0.523811971263812,0.19176883003864628
3,x,2003-10-22 17:54:13,821.7619444444445,-1.9942229579551285,0.4184147811375426,0.523811971263812,0.19176883003864628
3,x,2003-10-22 18:04:13,821.5952777777778,-1.2731815927781645,0.9639588456603378,0.523811971263812,0.19176883003864628
3,x,2003-10-22 18:14:13,821.4286111111111,-1.9387712563909183,0.3595767752285995,0.523811971263812,0.19176883003864628
3,x,2003-10-22 18:24:13,821.2619444444445,-1.6336428628087916,0.7160298359429033,0.523811971263812,0.19176883003864628
3,x,2003-10-22 18:34:13,821.0952777777778,-1.6038303179912379,1.269880805480699,0.523811971263812,0.19176883003864628
3,x,2003-10-22 18:44:13,820.9286111111111,-1.6862539568115404,0.2228528474007026,0.523811971263812,0.19176883003864628
3,x,2003-10-22 18:54:13,820.7619444444445,-1.6879886383238722,0.22646674761615934,0.523811971263812,0.19176883003864628
3,x,2003-10-22 19:04:13,820.5952777777778,-1.8748536546939782,0.5736486973023915,0.523811971263812,0.19176883003864628
3,x,2003-10-22 19:14:13,820.4286111111111,-1.6579506352539017,0.4511830488700039,0.523811971263812,0.19176883003864628
3,x,2003-10-22 19:24:13,820.2619444444445,-1.8839542762863848,0.3040841427958286,0.523811971263812,0.19176883003864628
3,x,2003-10-22 19:34:13,820.0952777777778,-1.624383895223413,0.9528097223689769,0.523811971263812,0.19176883003864628
3,x,2003-10-22 19:44:13,819.9286111111111,-1.8318940479930874,0.21496668094979587,0.523811971263812,0.19176883003864628
3,x,2003-10-22 19:54:13,819.7619444444445,-1.7755431413562277,0.9610854466675045,0.523811971263812,0.19176883003864628
3,x,2003-10-22 20:04:13,819.5952777777778,-1.4496041702605453,0.5668025986748819,0.523811971263812,0.19176883003864628
3,x,2003-10-22 20:14:13,819.4286111111111,-1.5817494934940233,0.7582738348807757,0.523811971263812,0.19176883003864628
3,x,2003-10-22 20:24:13,819.2619444444445,-1.7832347610775414,0.520087511688466,0.523811971263812,0.19176883003864628
3,x,2003-10-22 20:34:13,819.0952777777778,-1.6606195948476075,0.7590117774324714,0.523811971263812,0.19176883003864628
3,x,2003-10-22 20:44:13,818.9286111111111,-1.8598630857133422,0.3983284272569319,0.523811971263812,0.19176883003864628
3,x,2003-10-22 20:54:13,818.7619444444445,-1.8436983044082251,0.6084386742751688,0.523811971263812,0.19176883003864628
3,x,2003-10-22 21:04:13,818.5952777777778,-1.671290362666495,0.7277123923931457,0.523811971263812,0.19176883003864628
3,x,2003-10-22 21:14:13,818.4286111111111,-1.8529643465955545,0.5958394816898205,0.523811971263812,0.19176883003864628
3,x,2003-10-22 21:24:13,818.2619444444445,-1.8857703533390346,0.3396948354602599,0.523811971263812,0.19176883003864628
